Sample_name,Dataset,Complete,Single,Duplicated,Fragmented,Missing,n_markers,Scores_bacteria_odb10,Scores_archaea_odb10,Scores_eukaryota_odb10
results_lake_bins/13m_173,bacteria_odb10,100,9.7,90.3,0,0,124,"C:100.0%[S:9.7%,D:90.3%],F:0.0%,M:0.0%,n:124","C:19.6%[S:1.0%,D:18.6%],F:3.1%,M:77.3%,n:194","C:7.1%[S:2.4%,D:4.7%],F:2.0%,M:90.9%,n:255"
results_lake_bins/11m_178,bacteria_odb10,96.8,12.9,83.9,2.4,0.8,124,"C:96.8%[S:12.9%,D:83.9%],F:2.4%,M:0.8%,n:124","C:18.1%[S:5.2%,D:12.9%],F:2.1%,M:79.8%,n:194","C:5.1%[S:1.2%,D:3.9%],F:1.6%,M:93.3%,n:255"
results_lake_bins/13m_184,mollicutes_odb10,4,3.3,0.7,0,96,151,"C:5.6%[S:5.6%,D:0.0%],F:2.4%,M:92.0%,n:124","C:1.5%[S:1.0%,D:0.5%],F:1.5%,M:97.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.8%,M:99.2%,n:255"
results_lake_bins/9m_55,archaea_odb10,2.5,1.5,1,0,97.5,194,"C:1.6%[S:0.8%,D:0.8%],F:0.8%,M:97.6%,n:124","C:2.5%[S:1.5%,D:1.0%],F:0.0%,M:97.5%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.0%,M:99.6%,n:255"
results_lake_bins/11m_127,actinobacteria_class_odb10,73.6,73.3,0.3,4.8,21.6,356,"C:67.7%[S:66.9%,D:0.8%],F:4.8%,M:27.5%,n:124","C:13.9%[S:12.9%,D:1.0%],F:3.6%,M:82.5%,n:194","C:2.8%[S:2.4%,D:0.4%],F:2.4%,M:94.8%,n:255"
results_lake_bins/5m_188,bacteria_odb10,58.9,24.2,34.7,4.8,36.3,124,"C:58.9%[S:24.2%,D:34.7%],F:4.8%,M:36.3%,n:124","C:15.0%[S:3.1%,D:11.9%],F:1.5%,M:83.5%,n:194","C:3.6%[S:1.2%,D:2.4%],F:0.8%,M:95.6%,n:255"
results_lake_bins/15mm_39,bacteria_odb10,0.8,0.8,0,0.8,98.4,124,"C:0.8%[S:0.8%,D:0.0%],F:0.8%,M:98.4%,n:124","C:0.5%[S:0.5%,D:0.0%],F:0.0%,M:99.5%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/11m_15,bacteria_odb10,2.4,2.4,0,2.4,95.2,124,"C:2.4%[S:2.4%,D:0.0%],F:2.4%,M:95.2%,n:124","C:0.5%[S:0.5%,D:0.0%],F:0.5%,M:99.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/5m_120,bacteria_odb10,3.2,3.2,0,2.4,94.4,124,"C:3.2%[S:3.2%,D:0.0%],F:2.4%,M:94.4%,n:124","C:1.0%[S:1.0%,D:0.0%],F:0.5%,M:98.5%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.0%,M:99.6%,n:255"
results_lake_bins/11m_108,bacteroidetes_odb10,99.2,99,0.2,0,0.8,402,"C:98.4%[S:97.6%,D:0.8%],F:1.6%,M:0.0%,n:124","C:17.5%[S:17.5%,D:0.0%],F:4.1%,M:78.4%,n:194","C:3.9%[S:3.9%,D:0.0%],F:2.7%,M:93.4%,n:255"
results_lake_bins/11m_157,archaea_odb10,2.5,1.5,1,0,97.5,194,"C:1.6%[S:0.0%,D:1.6%],F:0.8%,M:97.6%,n:124","C:2.5%[S:1.5%,D:1.0%],F:0.0%,M:97.5%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.4%,M:99.2%,n:255"
results_lake_bins/15_5m_165,bacteria_odb10,12.9,10.5,2.4,14.5,72.6,124,"C:12.9%[S:10.5%,D:2.4%],F:14.5%,M:72.6%,n:124","C:4.6%[S:3.6%,D:1.0%],F:2.1%,M:93.3%,n:194","C:1.6%[S:1.6%,D:0.0%],F:1.2%,M:97.2%,n:255"
results_lake_bins/15mw_163,bacteria_odb10,75,73.4,1.6,15.3,9.7,124,"C:75.0%[S:73.4%,D:1.6%],F:15.3%,M:9.7%,n:124","C:17.0%[S:17.0%,D:0.0%],F:5.2%,M:77.8%,n:194","C:3.1%[S:3.1%,D:0.0%],F:2.0%,M:94.9%,n:255"
results_lake_bins/15_5m_234,bacteria_odb10,3.2,2.4,0.8,2.4,94.4,124,"C:3.2%[S:2.4%,D:0.8%],F:2.4%,M:94.4%,n:124","C:0.5%[S:0.5%,D:0.0%],F:1.5%,M:98.0%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.4%,M:99.2%,n:255"
results_lake_bins/5m_137,burkholderiales_odb10,97.8,8,89.8,0.4,1.8,688,"C:92.7%[S:25.0%,D:67.7%],F:4.0%,M:3.3%,n:124","C:20.1%[S:2.6%,D:17.5%],F:3.1%,M:76.8%,n:194","C:6.3%[S:0.8%,D:5.5%],F:2.4%,M:91.3%,n:255"
results_lake_bins/9m_32,flavobacteriales_odb10,88.5,82.9,5.6,1.4,10.1,733,"C:95.9%[S:68.5%,D:27.4%],F:2.4%,M:1.7%,n:124","C:18.6%[S:16.5%,D:2.1%],F:4.6%,M:76.8%,n:194","C:3.1%[S:3.1%,D:0.0%],F:1.2%,M:95.7%,n:255"
results_lake_bins/15mm_86,bacteria_odb10,45.1,43.5,1.6,6.5,48.4,124,"C:45.1%[S:43.5%,D:1.6%],F:6.5%,M:48.4%,n:124","C:10.8%[S:10.8%,D:0.0%],F:3.6%,M:85.6%,n:194","C:2.7%[S:2.7%,D:0.0%],F:3.1%,M:94.2%,n:255"
results_lake_bins/11m_211,Check_logs,-,-,-,-,-,-,-,-,-
results_lake_bins/15mm_71,archaea_odb10,0,0,0,0.5,99.5,194,"C:0.0%[S:0.0%,D:0.0%],F:0.8%,M:99.2%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.5%,M:99.5%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.4%,M:99.6%,n:255"
results_lake_bins/17m_114,bacteria_odb10,0,0,0,0.8,99.2,124,"C:0.0%[S:0.0%,D:0.0%],F:0.8%,M:99.2%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/17m_58,bacteria_odb10,88.7,87.1,1.6,7.3,4,124,"C:88.7%[S:87.1%,D:1.6%],F:7.3%,M:4.0%,n:124","C:21.6%[S:21.1%,D:0.5%],F:5.7%,M:72.7%,n:194","C:2.4%[S:2.0%,D:0.4%],F:1.6%,M:96.0%,n:255"
results_lake_bins/9m_249,bacteria_odb10,70.2,33.9,36.3,4,25.8,124,"C:70.2%[S:33.9%,D:36.3%],F:4.0%,M:25.8%,n:124","C:15.9%[S:4.6%,D:11.3%],F:2.6%,M:81.5%,n:194","C:3.5%[S:0.4%,D:3.1%],F:1.2%,M:95.3%,n:255"
results_lake_bins/15mw_11,bacteria_odb10,81.5,31.5,50,13.7,4.8,124,"C:81.5%[S:31.5%,D:50.0%],F:13.7%,M:4.8%,n:124","C:14.9%[S:8.2%,D:6.7%],F:7.2%,M:77.9%,n:194","C:4.7%[S:2.7%,D:2.0%],F:1.6%,M:93.7%,n:255"
results_lake_bins/15_5m_2,bacteria_odb10,87.9,25,62.9,8.9,3.2,124,"C:87.9%[S:25.0%,D:62.9%],F:8.9%,M:3.2%,n:124","C:22.2%[S:13.4%,D:8.8%],F:8.2%,M:69.6%,n:194","C:5.5%[S:3.5%,D:2.0%],F:3.9%,M:90.6%,n:255"
results_lake_bins/5m_17,bacteria_odb10,17.7,16.9,0.8,12.1,70.2,124,"C:17.7%[S:16.9%,D:0.8%],F:12.1%,M:70.2%,n:124","C:1.5%[S:1.5%,D:0.0%],F:0.5%,M:98.0%,n:194","C:1.2%[S:1.2%,D:0.0%],F:0.0%,M:98.8%,n:255"
results_lake_bins/9m_147,archaea_odb10,5.1,4.1,1,0,94.9,194,"C:1.6%[S:0.8%,D:0.8%],F:0.8%,M:97.6%,n:124","C:5.1%[S:4.1%,D:1.0%],F:0.0%,M:94.9%,n:194","C:0.8%[S:0.8%,D:0.0%],F:0.0%,M:99.2%,n:255"
results_lake_bins/15_5m_172,archaea_odb10,7.2,6.7,0.5,2.1,90.7,194,"C:3.2%[S:1.6%,D:1.6%],F:4.8%,M:92.0%,n:124","C:7.2%[S:6.7%,D:0.5%],F:2.1%,M:90.7%,n:194","C:2.4%[S:2.0%,D:0.4%],F:1.2%,M:96.4%,n:255"
results_lake_bins/15mw_183,bacteria_odb10,11.3,10.5,0.8,5.6,83.1,124,"C:11.3%[S:10.5%,D:0.8%],F:5.6%,M:83.1%,n:124","C:5.1%[S:3.6%,D:1.5%],F:2.1%,M:92.8%,n:194","C:1.2%[S:1.2%,D:0.0%],F:0.8%,M:98.0%,n:255"
results_lake_bins/17m_77,bacteria_odb10,0.8,0,0.8,1.6,97.6,124,"C:0.8%[S:0.0%,D:0.8%],F:1.6%,M:97.6%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.4%,M:99.6%,n:255"
results_lake_bins/15_5m_253,bacteroidetes_odb10,79.9,78.4,1.5,9.2,10.9,402,"C:79.8%[S:79.0%,D:0.8%],F:13.7%,M:6.5%,n:124","C:12.4%[S:12.4%,D:0.0%],F:6.7%,M:80.9%,n:194","C:3.5%[S:3.5%,D:0.0%],F:1.6%,M:94.9%,n:255"
results_lake_bins/15mw_104,bacteria_odb10,71.8,37.9,33.9,8.1,20.1,124,"C:71.8%[S:37.9%,D:33.9%],F:8.1%,M:20.1%,n:124","C:20.7%[S:8.8%,D:11.9%],F:3.1%,M:76.2%,n:194","C:6.3%[S:2.0%,D:4.3%],F:3.5%,M:90.2%,n:255"
results_lake_bins/5m_90,bacteria_odb10,75.8,75.8,0,11.3,12.9,124,"C:75.8%[S:75.8%,D:0.0%],F:11.3%,M:12.9%,n:124","C:15.4%[S:14.9%,D:0.5%],F:3.6%,M:81.0%,n:194","C:2.7%[S:2.7%,D:0.0%],F:3.1%,M:94.2%,n:255"
results_lake_bins/17m_28,bacteria_odb10,95.1,18.5,76.6,2.4,2.5,124,"C:95.1%[S:18.5%,D:76.6%],F:2.4%,M:2.5%,n:124","C:20.1%[S:5.2%,D:14.9%],F:3.6%,M:76.3%,n:194","C:4.7%[S:0.8%,D:3.9%],F:1.6%,M:93.7%,n:255"
results_lake_bins/15mm_162,bacteria_odb10,83.1,45.2,37.9,4,12.9,124,"C:83.1%[S:45.2%,D:37.9%],F:4.0%,M:12.9%,n:124","C:19.1%[S:9.3%,D:9.8%],F:3.1%,M:77.8%,n:194","C:4.3%[S:2.7%,D:1.6%],F:3.5%,M:92.2%,n:255"
results_lake_bins/15_5m_63,bacteria_odb10,5.6,5.6,0,4.8,89.6,124,"C:5.6%[S:5.6%,D:0.0%],F:4.8%,M:89.6%,n:124","C:3.6%[S:3.1%,D:0.5%],F:1.0%,M:95.4%,n:194","C:0.8%[S:0.8%,D:0.0%],F:0.0%,M:99.2%,n:255"
results_lake_bins/15_5m_102,burkholderiales_odb10,27.7,23.5,4.2,6.5,65.8,688,"C:31.5%[S:24.2%,D:7.3%],F:12.1%,M:56.4%,n:124","C:6.2%[S:5.7%,D:0.5%],F:2.6%,M:91.2%,n:194","C:2.0%[S:2.0%,D:0.0%],F:0.8%,M:97.2%,n:255"
results_lake_bins/9m_168,archaea_odb10,1.5,0.5,1,0.5,98,194,"C:1.6%[S:0.0%,D:1.6%],F:0.8%,M:97.6%,n:124","C:1.5%[S:0.5%,D:1.0%],F:0.5%,M:98.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/17m_80,bacteria_odb10,72.5,18.5,54,8.9,18.6,124,"C:72.5%[S:18.5%,D:54.0%],F:8.9%,M:18.6%,n:124","C:14.9%[S:7.2%,D:7.7%],F:6.2%,M:78.9%,n:194","C:2.4%[S:2.0%,D:0.4%],F:0.8%,M:96.8%,n:255"
results_lake_bins/5m_118,archaea_odb10,2,1,1,0,98,194,"C:1.6%[S:0.0%,D:1.6%],F:0.8%,M:97.6%,n:124","C:2.0%[S:1.0%,D:1.0%],F:0.0%,M:98.0%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.0%,M:99.6%,n:255"
results_lake_bins/5m_147,burkholderiales_odb10,94.1,5.1,89,1,4.9,688,"C:94.3%[S:18.5%,D:75.8%],F:0.8%,M:4.9%,n:124","C:19.6%[S:2.6%,D:17.0%],F:4.1%,M:76.3%,n:194","C:5.5%[S:1.2%,D:4.3%],F:1.6%,M:92.9%,n:255"
results_lake_bins/9m_42,bacteria_odb10,4.8,4,0.8,3.2,92,124,"C:4.8%[S:4.0%,D:0.8%],F:3.2%,M:92.0%,n:124","C:1.5%[S:0.0%,D:1.5%],F:1.0%,M:97.5%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/13m_193,bacteria_odb10,16.1,14.5,1.6,20.2,63.7,124,"C:16.1%[S:14.5%,D:1.6%],F:20.2%,M:63.7%,n:124","C:3.1%[S:3.1%,D:0.0%],F:4.1%,M:92.8%,n:194","C:1.2%[S:1.2%,D:0.0%],F:1.2%,M:97.6%,n:255"
results_lake_bins/11m_85,bacteria_odb10,1.6,0,1.6,0,98.4,124,"C:1.6%[S:0.0%,D:1.6%],F:0.0%,M:98.4%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/13m_71,mollicutes_odb10,47.7,46.4,1.3,2.6,49.7,151,"C:53.2%[S:52.4%,D:0.8%],F:15.3%,M:31.5%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.8%,M:99.2%,n:255"
results_lake_bins/13m_164,chlorophyta_odb10,94.5,93.8,0.7,1.4,4.1,1519,"C:36.3%[S:33.1%,D:3.2%],F:31.5%,M:32.2%,n:124","C:36.6%[S:34.5%,D:2.1%],F:16.5%,M:46.9%,n:194","C:81.6%[S:81.6%,D:0.0%],F:7.5%,M:10.9%,n:255"
results_lake_bins/17m_218,bacteria_odb10,90.3,21.8,68.5,4,5.7,124,"C:90.3%[S:21.8%,D:68.5%],F:4.0%,M:5.7%,n:124","C:18.5%[S:4.1%,D:14.4%],F:6.2%,M:75.3%,n:194","C:5.1%[S:2.0%,D:3.1%],F:0.8%,M:94.1%,n:255"
results_lake_bins/5m_15,eukaryota_odb10,3.9,3.9,0,10.6,85.5,255,"C:0.8%[S:0.8%,D:0.0%],F:14.5%,M:84.7%,n:124","C:1.0%[S:1.0%,D:0.0%],F:0.5%,M:98.5%,n:194","C:3.9%[S:3.9%,D:0.0%],F:10.6%,M:85.5%,n:255"
results_lake_bins/15_5m_187,archaea_odb10,4.1,1.5,2.6,1,94.9,194,"C:2.4%[S:0.8%,D:1.6%],F:0.8%,M:96.8%,n:124","C:4.1%[S:1.5%,D:2.6%],F:1.0%,M:94.9%,n:194","C:1.2%[S:0.8%,D:0.4%],F:0.4%,M:98.4%,n:255"
results_lake_bins/17m_149,bacteria_odb10,67,60.5,6.5,16.1,16.9,124,"C:67.0%[S:60.5%,D:6.5%],F:16.1%,M:16.9%,n:124","C:12.9%[S:12.9%,D:0.0%],F:4.1%,M:83.0%,n:194","C:3.5%[S:3.5%,D:0.0%],F:2.4%,M:94.1%,n:255"
results_lake_bins/17m_116,bacteria_odb10,64.5,60.5,4,13.7,21.8,124,"C:64.5%[S:60.5%,D:4.0%],F:13.7%,M:21.8%,n:124","C:11.3%[S:10.8%,D:0.5%],F:5.7%,M:83.0%,n:194","C:2.0%[S:2.0%,D:0.0%],F:1.2%,M:96.8%,n:255"
results_lake_bins/13m_149,bacteroidia_odb10,35.7,28.1,7.6,12.6,51.7,538,"C:43.6%[S:33.9%,D:9.7%],F:17.7%,M:38.7%,n:124","C:6.1%[S:4.6%,D:1.5%],F:6.7%,M:87.2%,n:194","C:2.8%[S:2.4%,D:0.4%],F:1.2%,M:96.0%,n:255"
results_lake_bins/9m_98,bacteria_odb10,1.6,1.6,0,0.8,97.6,124,"C:1.6%[S:1.6%,D:0.0%],F:0.8%,M:97.6%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/11m_213,bacteria_odb10,100,6.5,93.5,0,0,124,"C:100.0%[S:6.5%,D:93.5%],F:0.0%,M:0.0%,n:124","C:19.0%[S:4.1%,D:14.9%],F:4.1%,M:76.9%,n:194","C:5.9%[S:2.4%,D:3.5%],F:1.6%,M:92.5%,n:255"
results_lake_bins/13m_116,bacteria_odb10,0,0,0,1.6,98.4,124,"C:0.0%[S:0.0%,D:0.0%],F:1.6%,M:98.4%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/9m_30,bacteria_odb10,1.6,0,1.6,1.6,96.8,124,"C:1.6%[S:0.0%,D:1.6%],F:1.6%,M:96.8%,n:124","C:1.0%[S:0.5%,D:0.5%],F:0.0%,M:99.0%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.0%,M:99.6%,n:255"
results_lake_bins/13m_218,archaea_odb10,2.1,2.1,0,0,97.9,194,"C:1.6%[S:1.6%,D:0.0%],F:0.8%,M:97.6%,n:124","C:2.1%[S:2.1%,D:0.0%],F:0.0%,M:97.9%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.0%,M:99.6%,n:255"
results_lake_bins/5m_135,archaea_odb10,2,1.5,0.5,0.5,97.5,194,"C:2.4%[S:0.8%,D:1.6%],F:1.6%,M:96.0%,n:124","C:2.0%[S:1.5%,D:0.5%],F:0.5%,M:97.5%,n:194","C:0.4%[S:0.0%,D:0.4%],F:0.0%,M:99.6%,n:255"
results_lake_bins/13m_247,firmicutes_odb10,87.6,87.6,0,0.5,11.9,218,"C:92.7%[S:92.7%,D:0.0%],F:1.6%,M:5.7%,n:124","C:17.5%[S:17.0%,D:0.5%],F:1.5%,M:81.0%,n:194","C:3.9%[S:3.1%,D:0.8%],F:1.2%,M:94.9%,n:255"
results_lake_bins/11m_142,bacteria_odb10,8.9,8.9,0,10.5,80.6,124,"C:8.9%[S:8.9%,D:0.0%],F:10.5%,M:80.6%,n:124","C:2.6%[S:2.1%,D:0.5%],F:2.1%,M:95.3%,n:194","C:0.8%[S:0.8%,D:0.0%],F:1.2%,M:98.0%,n:255"
results_lake_bins/5m_214,eukaryota_odb10,49.4,49.4,0,13.7,36.9,255,"C:16.1%[S:16.1%,D:0.0%],F:25.0%,M:58.9%,n:124","C:26.3%[S:25.3%,D:1.0%],F:15.5%,M:58.2%,n:194","C:49.4%[S:49.4%,D:0.0%],F:13.7%,M:36.9%,n:255"
results_lake_bins/13m_73,micrococcales_odb10,84.7,75.6,9.1,4.3,11,537,"C:86.3%[S:83.9%,D:2.4%],F:9.7%,M:4.0%,n:124","C:15.9%[S:14.9%,D:1.0%],F:3.6%,M:80.5%,n:194","C:3.9%[S:3.9%,D:0.0%],F:1.2%,M:94.9%,n:255"
results_lake_bins/11m_87,bacteria_odb10,6.5,6.5,0,4.8,88.7,124,"C:6.5%[S:6.5%,D:0.0%],F:4.8%,M:88.7%,n:124","C:0.0%[S:0.0%,D:0.0%],F:1.5%,M:98.5%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.4%,M:99.6%,n:255"
results_lake_bins/9m_40,burkholderiales_odb10,73.5,28.2,45.3,4.9,21.6,688,"C:86.3%[S:34.7%,D:51.6%],F:8.1%,M:5.6%,n:124","C:16.0%[S:5.7%,D:10.3%],F:3.6%,M:80.4%,n:194","C:4.7%[S:1.2%,D:3.5%],F:1.2%,M:94.1%,n:255"
results_lake_bins/11m_70,Check_logs,-,-,-,-,-,-,-,-,-
results_lake_bins/13m_237,archaea_odb10,1,1,0,1,98,194,"C:0.8%[S:0.8%,D:0.0%],F:1.6%,M:97.6%,n:124","C:1.0%[S:1.0%,D:0.0%],F:1.0%,M:98.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.4%,M:99.6%,n:255"
results_lake_bins/9m_9,bacteria_odb10,93.6,19.4,74.2,4,2.4,124,"C:93.6%[S:19.4%,D:74.2%],F:4.0%,M:2.4%,n:124","C:20.6%[S:6.7%,D:13.9%],F:2.6%,M:76.8%,n:194","C:3.6%[S:1.6%,D:2.0%],F:2.7%,M:93.7%,n:255"
results_lake_bins/17m_191,bacteria_odb10,1.6,1.6,0,0,98.4,124,"C:1.6%[S:1.6%,D:0.0%],F:0.0%,M:98.4%,n:124","C:0.5%[S:0.5%,D:0.0%],F:0.0%,M:99.5%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.0%,M:99.6%,n:255"
results_lake_bins/17m_82,burkholderiales_odb10,97.2,42.3,54.9,1.3,1.5,688,"C:94.4%[S:47.6%,D:46.8%],F:3.2%,M:2.4%,n:124","C:17.5%[S:9.8%,D:7.7%],F:3.6%,M:78.9%,n:194","C:5.5%[S:3.9%,D:1.6%],F:3.1%,M:91.4%,n:255"
results_lake_bins/15_5m_100,bacteria_odb10,12.1,12.1,0,2.4,85.5,124,"C:12.1%[S:12.1%,D:0.0%],F:2.4%,M:85.5%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/5m_65,bacteria_odb10,99.2,9.7,89.5,0.8,0,124,"C:99.2%[S:9.7%,D:89.5%],F:0.8%,M:0.0%,n:124","C:20.1%[S:3.6%,D:16.5%],F:3.1%,M:76.8%,n:194","C:6.6%[S:2.7%,D:3.9%],F:2.0%,M:91.4%,n:255"
results_lake_bins/15_5m_61,bacteria_odb10,91.9,91.9,0,4,4.1,124,"C:91.9%[S:91.9%,D:0.0%],F:4.0%,M:4.1%,n:124","C:20.1%[S:20.1%,D:0.0%],F:3.6%,M:76.3%,n:194","C:3.9%[S:3.9%,D:0.0%],F:2.4%,M:93.7%,n:255"
results_lake_bins/15mm_160,bacteria_odb10,98.4,11.3,87.1,0.8,0.8,124,"C:98.4%[S:11.3%,D:87.1%],F:0.8%,M:0.8%,n:124","C:21.1%[S:7.2%,D:13.9%],F:5.2%,M:73.7%,n:194","C:6.3%[S:3.9%,D:2.4%],F:2.0%,M:91.7%,n:255"
results_lake_bins/15mw_159,mollicutes_odb10,47.7,47,0.7,2.6,49.7,151,"C:54.0%[S:54.0%,D:0.0%],F:15.3%,M:30.7%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.8%,M:99.2%,n:255"
results_lake_bins/5m_92,archaea_odb10,3.6,2.1,1.5,1,95.4,194,"C:4.0%[S:3.2%,D:0.8%],F:0.8%,M:95.2%,n:124","C:3.6%[S:2.1%,D:1.5%],F:1.0%,M:95.4%,n:194","C:1.6%[S:1.2%,D:0.4%],F:0.0%,M:98.4%,n:255"
results_lake_bins/17m_139,bacteria_odb10,0,0,0,0.8,99.2,124,"C:0.0%[S:0.0%,D:0.0%],F:0.8%,M:99.2%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/15_5m_251,bacteria_odb10,100,4,96,0,0,124,"C:100.0%[S:4.0%,D:96.0%],F:0.0%,M:0.0%,n:124","C:22.2%[S:2.1%,D:20.1%],F:5.2%,M:72.6%,n:194","C:7.4%[S:3.5%,D:3.9%],F:2.0%,M:90.6%,n:255"
results_lake_bins/17m_166,bacteria_odb10,100,8.1,91.9,0,0,124,"C:100.0%[S:8.1%,D:91.9%],F:0.0%,M:0.0%,n:124","C:21.6%[S:7.7%,D:13.9%],F:6.7%,M:71.7%,n:194","C:6.7%[S:1.6%,D:5.1%],F:2.0%,M:91.3%,n:255"
results_lake_bins/17m_75,bacteria_odb10,21.8,15.3,6.5,19.4,58.8,124,"C:21.8%[S:15.3%,D:6.5%],F:19.4%,M:58.8%,n:124","C:6.2%[S:3.6%,D:2.6%],F:8.2%,M:85.6%,n:194","C:3.1%[S:2.7%,D:0.4%],F:3.1%,M:93.8%,n:255"
results_lake_bins/11m_125,bacteria_odb10,6.4,4.8,1.6,12.9,80.7,124,"C:6.4%[S:4.8%,D:1.6%],F:12.9%,M:80.7%,n:124","C:0.5%[S:0.5%,D:0.0%],F:2.1%,M:97.4%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.4%,M:99.2%,n:255"
results_lake_bins/13m_186,bacteria_odb10,81.5,33.1,48.4,14.5,4,124,"C:81.5%[S:33.1%,D:48.4%],F:14.5%,M:4.0%,n:124","C:17.0%[S:9.8%,D:7.2%],F:7.7%,M:75.3%,n:194","C:3.5%[S:2.7%,D:0.8%],F:3.1%,M:93.4%,n:255"
results_lake_bins/5m_152,bacteria_odb10,0.8,0.8,0,0,99.2,124,"C:0.8%[S:0.8%,D:0.0%],F:0.0%,M:99.2%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/13m_64,bacteroidetes_odb10,32.5,31.8,0.7,11.7,55.8,402,"C:37.1%[S:36.3%,D:0.8%],F:12.1%,M:50.8%,n:124","C:4.1%[S:4.1%,D:0.0%],F:6.2%,M:89.7%,n:194","C:0.8%[S:0.8%,D:0.0%],F:2.4%,M:96.8%,n:255"
results_lake_bins/17m_171,bacteria_odb10,45.2,44.4,0.8,24.2,30.6,124,"C:45.2%[S:44.4%,D:0.8%],F:24.2%,M:30.6%,n:124","C:7.2%[S:7.2%,D:0.0%],F:3.1%,M:89.7%,n:194","C:1.6%[S:1.6%,D:0.0%],F:0.8%,M:97.6%,n:255"
results_lake_bins/15_5m_117,bacteria_odb10,21.8,20.2,1.6,13.7,64.5,124,"C:21.8%[S:20.2%,D:1.6%],F:13.7%,M:64.5%,n:124","C:7.2%[S:6.2%,D:1.0%],F:3.1%,M:89.7%,n:194","C:2.7%[S:2.7%,D:0.0%],F:2.4%,M:94.9%,n:255"
results_lake_bins/17m_7,mollicutes_odb10,45.1,21.9,23.2,0.7,54.2,151,"C:54.8%[S:40.3%,D:14.5%],F:9.7%,M:35.5%,n:124","C:2.6%[S:2.1%,D:0.5%],F:3.6%,M:93.8%,n:194","C:0.8%[S:0.4%,D:0.4%],F:0.8%,M:98.4%,n:255"
results_lake_bins/9m_122,bacteria_odb10,62.9,33.1,29.8,16.1,21,124,"C:62.9%[S:33.1%,D:29.8%],F:16.1%,M:21.0%,n:124","C:9.8%[S:4.6%,D:5.2%],F:4.1%,M:86.1%,n:194","C:1.2%[S:0.4%,D:0.8%],F:1.2%,M:97.6%,n:255"
results_lake_bins/15_5m_76,bacteria_odb10,1.6,1.6,0,3.2,95.2,124,"C:1.6%[S:1.6%,D:0.0%],F:3.2%,M:95.2%,n:124","C:1.0%[S:1.0%,D:0.0%],F:0.0%,M:99.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.4%,M:99.6%,n:255"
