Sample_name,Dataset,Complete,Single,Duplicated,Fragmented,Missing,n_markers,Scores_bacteria_odb10,Scores_archaea_odb10,Scores_eukaryota_odb10
results_lake_bins/15mm_203,bacteria_odb10,7.3,7.3,0,14.5,78.2,124,"C:7.3%[S:7.3%,D:0.0%],F:14.5%,M:78.2%,n:124","C:2.6%[S:2.6%,D:0.0%],F:3.6%,M:93.8%,n:194","C:0.4%[S:0.4%,D:0.0%],F:1.6%,M:98.0%,n:255"
results_lake_bins/9m_158,bacteria_odb10,96.8,95.2,1.6,2.4,0.8,124,"C:96.8%[S:95.2%,D:1.6%],F:2.4%,M:0.8%,n:124","C:15.5%[S:15.5%,D:0.0%],F:4.1%,M:80.4%,n:194","C:3.1%[S:3.1%,D:0.0%],F:0.8%,M:96.1%,n:255"
results_lake_bins/15mm_99,bacteria_odb10,92.7,92.7,0,3.2,4.1,124,"C:92.7%[S:92.7%,D:0.0%],F:3.2%,M:4.1%,n:124","C:20.1%[S:20.1%,D:0.0%],F:3.6%,M:76.3%,n:194","C:3.9%[S:3.9%,D:0.0%],F:2.4%,M:93.7%,n:255"
results_lake_bins/5m_177,bacteroidetes_odb10,62.2,37.6,24.6,17.4,20.4,402,"C:58.8%[S:40.3%,D:18.5%],F:16.1%,M:25.1%,n:124","C:9.3%[S:6.2%,D:3.1%],F:5.7%,M:85.0%,n:194","C:3.2%[S:2.4%,D:0.8%],F:1.2%,M:95.6%,n:255"
results_lake_bins/13m_154,bacteria_odb10,75.8,20.2,55.6,6.5,17.7,124,"C:75.8%[S:20.2%,D:55.6%],F:6.5%,M:17.7%,n:124","C:12.9%[S:5.2%,D:7.7%],F:4.6%,M:82.5%,n:194","C:3.2%[S:2.4%,D:0.8%],F:0.8%,M:96.0%,n:255"
results_lake_bins/5m_180,bacteria_odb10,1.6,1.6,0,1.6,96.8,124,"C:1.6%[S:1.6%,D:0.0%],F:1.6%,M:96.8%,n:124","C:0.5%[S:0.5%,D:0.0%],F:0.5%,M:99.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/5m_226,eukaryota_odb10,8.6,8.2,0.4,13.3,78.1,255,"C:4.8%[S:4.8%,D:0.0%],F:8.1%,M:87.1%,n:124","C:7.7%[S:7.7%,D:0.0%],F:5.7%,M:86.6%,n:194","C:8.6%[S:8.2%,D:0.4%],F:13.3%,M:78.1%,n:255"
results_lake_bins/5m_3,eukaryota_odb10,0.8,0.8,0,1.6,97.6,255,"C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.8%[S:0.8%,D:0.0%],F:1.6%,M:97.6%,n:255"
results_lake_bins/11m_32,Check_logs,-,-,-,-,-,-,-,-,-
results_lake_bins/15mm_41,bacteria_odb10,19.3,16.1,3.2,15.3,65.4,124,"C:19.3%[S:16.1%,D:3.2%],F:15.3%,M:65.4%,n:124","C:6.2%[S:5.2%,D:1.0%],F:3.1%,M:90.7%,n:194","C:0.8%[S:0.8%,D:0.0%],F:2.0%,M:97.2%,n:255"
results_lake_bins/11m_221,bacteria_odb10,2.4,0,2.4,0.8,96.8,124,"C:2.4%[S:0.0%,D:2.4%],F:0.8%,M:96.8%,n:124","C:1.5%[S:1.0%,D:0.5%],F:0.0%,M:98.5%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/13m_31,eukaryota_odb10,0.4,0.4,0,0.4,99.2,255,"C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.5%,M:99.5%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.4%,M:99.2%,n:255"
results_lake_bins/5m_209,bacteria_odb10,89.5,87.1,2.4,8.1,2.4,124,"C:89.5%[S:87.1%,D:2.4%],F:8.1%,M:2.4%,n:124","C:16.5%[S:16.5%,D:0.0%],F:3.1%,M:80.4%,n:194","C:4.3%[S:4.3%,D:0.0%],F:2.0%,M:93.7%,n:255"
results_lake_bins/15_5m_213,bacteria_odb10,56.5,47.6,8.9,12.9,30.6,124,"C:56.5%[S:47.6%,D:8.9%],F:12.9%,M:30.6%,n:124","C:14.4%[S:13.9%,D:0.5%],F:3.1%,M:82.5%,n:194","C:0.8%[S:0.8%,D:0.0%],F:3.1%,M:96.1%,n:255"
results_lake_bins/9m_180,bacteria_odb10,37.1,23.4,13.7,22.6,40.3,124,"C:37.1%[S:23.4%,D:13.7%],F:22.6%,M:40.3%,n:124","C:8.3%[S:5.2%,D:3.1%],F:3.1%,M:88.6%,n:194","C:2.4%[S:1.6%,D:0.8%],F:1.6%,M:96.0%,n:255"
results_lake_bins/9m_177,bacteria_odb10,77.4,77.4,0,8.1,14.5,124,"C:77.4%[S:77.4%,D:0.0%],F:8.1%,M:14.5%,n:124","C:14.9%[S:14.9%,D:0.0%],F:2.1%,M:83.0%,n:194","C:3.5%[S:3.5%,D:0.0%],F:2.7%,M:93.8%,n:255"
results_lake_bins/15_5m_23,bacteria_odb10,83.8,53.2,30.6,5.6,10.6,124,"C:83.8%[S:53.2%,D:30.6%],F:5.6%,M:10.6%,n:124","C:18.0%[S:7.2%,D:10.8%],F:3.1%,M:78.9%,n:194","C:4.3%[S:2.7%,D:1.6%],F:1.2%,M:94.5%,n:255"
results_lake_bins/15mw_89,bacteria_odb10,79,65.3,13.7,8.9,12.1,124,"C:79.0%[S:65.3%,D:13.7%],F:8.9%,M:12.1%,n:124","C:12.9%[S:10.8%,D:2.1%],F:4.1%,M:83.0%,n:194","C:3.5%[S:2.7%,D:0.8%],F:3.1%,M:93.4%,n:255"
results_lake_bins/15mm_232,bacteroidetes_odb10,72.9,72.9,0,11.2,15.9,402,"C:71.8%[S:69.4%,D:2.4%],F:14.5%,M:13.7%,n:124","C:11.8%[S:10.8%,D:1.0%],F:4.1%,M:84.1%,n:194","C:2.7%[S:2.7%,D:0.0%],F:0.8%,M:96.5%,n:255"
results_lake_bins/15_5m_103,bacteria_odb10,46.8,39.5,7.3,28.2,25,124,"C:46.8%[S:39.5%,D:7.3%],F:28.2%,M:25.0%,n:124","C:7.2%[S:6.7%,D:0.5%],F:6.7%,M:86.1%,n:194","C:2.0%[S:2.0%,D:0.0%],F:2.4%,M:95.6%,n:255"
results_lake_bins/15mm_194,bacteria_odb10,21,21,0,18.5,60.5,124,"C:21.0%[S:21.0%,D:0.0%],F:18.5%,M:60.5%,n:124","C:3.6%[S:3.1%,D:0.5%],F:3.6%,M:92.8%,n:194","C:0.0%[S:0.0%,D:0.0%],F:2.4%,M:97.6%,n:255"
results_lake_bins/15mw_97,bacteria_odb10,57.3,56.5,0.8,10.5,32.2,124,"C:57.3%[S:56.5%,D:0.8%],F:10.5%,M:32.2%,n:124","C:8.8%[S:8.8%,D:0.0%],F:1.5%,M:89.7%,n:194","C:1.2%[S:1.2%,D:0.0%],F:0.4%,M:98.4%,n:255"
results_lake_bins/9m_136,flavobacteriales_odb10,59.3,57,2.3,9.7,31,733,"C:75.0%[S:73.4%,D:1.6%],F:13.7%,M:11.3%,n:124","C:10.8%[S:10.8%,D:0.0%],F:7.2%,M:82.0%,n:194","C:2.0%[S:2.0%,D:0.0%],F:2.4%,M:95.6%,n:255"
results_lake_bins/5m_66,eukaryota_odb10,5.9,5.9,0,6.7,87.4,255,"C:1.6%[S:1.6%,D:0.0%],F:2.4%,M:96.0%,n:124","C:1.0%[S:1.0%,D:0.0%],F:3.6%,M:95.4%,n:194","C:5.9%[S:5.9%,D:0.0%],F:6.7%,M:87.4%,n:255"
results_lake_bins/5m_91,eukaryota_odb10,22.4,22.4,0,8.6,69,255,"C:3.2%[S:3.2%,D:0.0%],F:9.7%,M:87.1%,n:124","C:11.3%[S:11.3%,D:0.0%],F:5.2%,M:83.5%,n:194","C:22.4%[S:22.4%,D:0.0%],F:8.6%,M:69.0%,n:255"
results_lake_bins/17m_76,chromatiales_odb10,74,61,13,8.3,17.7,652,"C:75.8%[S:62.1%,D:13.7%],F:9.7%,M:14.5%,n:124","C:15.5%[S:13.4%,D:2.1%],F:5.2%,M:79.3%,n:194","C:2.0%[S:1.6%,D:0.4%],F:3.1%,M:94.9%,n:255"
results_lake_bins/17m_165,bacteria_odb10,38.7,38.7,0,25,36.3,124,"C:38.7%[S:38.7%,D:0.0%],F:25.0%,M:36.3%,n:124","C:6.2%[S:5.7%,D:0.5%],F:6.2%,M:87.6%,n:194","C:1.2%[S:1.2%,D:0.0%],F:2.0%,M:96.8%,n:255"
results_lake_bins/5m_217,sphingobacteriia_odb10,85,84.8,0.2,1.6,13.4,1068,"C:85.5%[S:85.5%,D:0.0%],F:6.5%,M:8.0%,n:124","C:15.5%[S:15.5%,D:0.0%],F:4.6%,M:79.9%,n:194","C:3.5%[S:3.5%,D:0.0%],F:1.6%,M:94.9%,n:255"
results_lake_bins/13m_165,archaea_odb10,0,0,0,0.5,99.5,194,"C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.5%,M:99.5%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/11m_199,archaea_odb10,0.5,0.5,0,0,99.5,194,"C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:124","C:0.5%[S:0.5%,D:0.0%],F:0.0%,M:99.5%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/5m_248,bacteria_odb10,54.1,32.3,21.8,21,24.9,124,"C:54.1%[S:32.3%,D:21.8%],F:21.0%,M:24.9%,n:124","C:11.3%[S:8.2%,D:3.1%],F:4.6%,M:84.1%,n:194","C:1.2%[S:0.8%,D:0.4%],F:2.0%,M:96.8%,n:255"
results_lake_bins/13m_192,bacteria_odb10,55.6,53.2,2.4,18.5,25.9,124,"C:55.6%[S:53.2%,D:2.4%],F:18.5%,M:25.9%,n:124","C:9.8%[S:9.8%,D:0.0%],F:4.6%,M:85.6%,n:194","C:1.6%[S:1.6%,D:0.0%],F:1.2%,M:97.2%,n:255"
results_lake_bins/9m_43,bacteria_odb10,7.3,7.3,0,3.2,89.5,124,"C:7.3%[S:7.3%,D:0.0%],F:3.2%,M:89.5%,n:124","C:2.1%[S:2.1%,D:0.0%],F:0.0%,M:97.9%,n:194","C:0.8%[S:0.8%,D:0.0%],F:0.0%,M:99.2%,n:255"
results_lake_bins/5m_146,bacteria_odb10,63.7,30.6,33.1,9.7,26.6,124,"C:63.7%[S:30.6%,D:33.1%],F:9.7%,M:26.6%,n:124","C:11.4%[S:5.7%,D:5.7%],F:3.6%,M:85.0%,n:194","C:2.8%[S:1.6%,D:1.2%],F:2.0%,M:95.2%,n:255"
results_lake_bins/11m_73,bacteria_odb10,3.2,2.4,0.8,1.6,95.2,124,"C:3.2%[S:2.4%,D:0.8%],F:1.6%,M:95.2%,n:124","C:0.5%[S:0.5%,D:0.0%],F:0.5%,M:99.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.4%,M:99.6%,n:255"
results_lake_bins/11m_131,eukaryota_odb10,5.5,5.5,0,11,83.5,255,"C:0.8%[S:0.8%,D:0.0%],F:13.7%,M:85.5%,n:124","C:2.1%[S:2.1%,D:0.0%],F:2.6%,M:95.3%,n:194","C:5.5%[S:5.5%,D:0.0%],F:11.0%,M:83.5%,n:255"
results_lake_bins/5m_119,bacteria_odb10,67.7,40.3,27.4,23.4,8.9,124,"C:67.7%[S:40.3%,D:27.4%],F:23.4%,M:8.9%,n:124","C:10.8%[S:6.2%,D:4.6%],F:6.2%,M:83.0%,n:194","C:2.0%[S:1.2%,D:0.8%],F:2.7%,M:95.3%,n:255"
results_lake_bins/13m_9,stramenopiles_odb10,38,36,2,12,50,100,"C:21.8%[S:20.2%,D:1.6%],F:20.2%,M:58.0%,n:124","C:13.4%[S:12.9%,D:0.5%],F:8.8%,M:77.8%,n:194","C:23.6%[S:22.0%,D:1.6%],F:18.4%,M:58.0%,n:255"
results_lake_bins/15mm_87,bacteria_odb10,0.8,0.8,0,1.6,97.6,124,"C:0.8%[S:0.8%,D:0.0%],F:1.6%,M:97.6%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.5%,M:99.5%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/9m_33,bacteria_odb10,4,4,0,4,92,124,"C:4.0%[S:4.0%,D:0.0%],F:4.0%,M:92.0%,n:124","C:2.1%[S:2.1%,D:0.0%],F:0.0%,M:97.9%,n:194","C:0.8%[S:0.8%,D:0.0%],F:0.0%,M:99.2%,n:255"
results_lake_bins/5m_136,bacteria_odb10,41.1,5.6,35.5,3.2,55.7,124,"C:41.1%[S:5.6%,D:35.5%],F:3.2%,M:55.7%,n:124","C:6.2%[S:3.6%,D:2.6%],F:1.5%,M:92.3%,n:194","C:0.8%[S:0.0%,D:0.8%],F:0.8%,M:98.4%,n:255"
results_lake_bins/13m_244,archaea_odb10,2.6,0,2.6,0.5,96.9,194,"C:3.2%[S:1.6%,D:1.6%],F:1.6%,M:95.2%,n:124","C:2.6%[S:0.0%,D:2.6%],F:0.5%,M:96.9%,n:194","C:0.4%[S:0.0%,D:0.4%],F:0.4%,M:99.2%,n:255"
results_lake_bins/5m_169,bacteria_odb10,1.6,0.8,0.8,1.6,96.8,124,"C:1.6%[S:0.8%,D:0.8%],F:1.6%,M:96.8%,n:124","C:0.5%[S:0.5%,D:0.0%],F:0.5%,M:99.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.4%,M:99.6%,n:255"
results_lake_bins/9m_119,archaea_odb10,1.5,1.5,0,1,97.5,194,"C:1.6%[S:1.6%,D:0.0%],F:0.8%,M:97.6%,n:124","C:1.5%[S:1.5%,D:0.0%],F:1.0%,M:97.5%,n:194","C:0.4%[S:0.0%,D:0.4%],F:0.0%,M:99.6%,n:255"
results_lake_bins/5m_16,bacteria_odb10,0.8,0.8,0,0,99.2,124,"C:0.8%[S:0.8%,D:0.0%],F:0.0%,M:99.2%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.5%,M:99.5%,n:194","C:0.4%[S:0.0%,D:0.4%],F:0.0%,M:99.6%,n:255"
results_lake_bins/15_5m_12,chlorophyta_odb10,93.8,93.3,0.5,1.2,5,1519,"C:34.7%[S:31.5%,D:3.2%],F:31.5%,M:33.8%,n:124","C:36.1%[S:34.0%,D:2.1%],F:14.4%,M:49.5%,n:194","C:81.6%[S:81.6%,D:0.0%],F:5.9%,M:12.5%,n:255"
results_lake_bins/15_5m_184,bacteria_odb10,56.5,56.5,0,20.2,23.3,124,"C:56.5%[S:56.5%,D:0.0%],F:20.2%,M:23.3%,n:124","C:6.7%[S:6.7%,D:0.0%],F:3.1%,M:90.2%,n:194","C:2.7%[S:2.7%,D:0.0%],F:1.6%,M:95.7%,n:255"
results_lake_bins/15_5m_3,eukaryota_odb10,2.4,2.4,0,3.1,94.5,255,"C:2.4%[S:2.4%,D:0.0%],F:4.0%,M:93.6%,n:124","C:1.0%[S:1.0%,D:0.0%],F:2.1%,M:96.9%,n:194","C:2.4%[S:2.4%,D:0.0%],F:3.1%,M:94.5%,n:255"
results_lake_bins/9m_248,flavobacteriales_odb10,94,93.9,0.1,0.3,5.7,733,"C:79.8%[S:79.8%,D:0.0%],F:0.0%,M:20.2%,n:124","C:15.4%[S:14.9%,D:0.5%],F:2.6%,M:82.0%,n:194","C:3.9%[S:3.9%,D:0.0%],F:2.4%,M:93.7%,n:255"
results_lake_bins/15mw_10,bacteria_odb10,46.8,38.7,8.1,12.9,40.3,124,"C:46.8%[S:38.7%,D:8.1%],F:12.9%,M:40.3%,n:124","C:5.6%[S:4.6%,D:1.0%],F:1.5%,M:92.9%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.8%,M:99.2%,n:255"
results_lake_bins/15mw_175,bacteria_odb10,44.4,34.7,9.7,27.4,28.2,124,"C:44.4%[S:34.7%,D:9.7%],F:27.4%,M:28.2%,n:124","C:7.7%[S:6.7%,D:1.0%],F:4.1%,M:88.2%,n:194","C:2.4%[S:2.0%,D:0.4%],F:5.5%,M:92.1%,n:255"
results_lake_bins/9m_217,bacteria_odb10,95.2,9.7,85.5,4,0.8,124,"C:95.2%[S:9.7%,D:85.5%],F:4.0%,M:0.8%,n:124","C:18.6%[S:5.2%,D:13.4%],F:2.6%,M:78.8%,n:194","C:5.1%[S:1.6%,D:3.5%],F:1.6%,M:93.3%,n:255"
results_lake_bins/11m_156,archaea_odb10,2.1,2.1,0,0.5,97.4,194,"C:1.6%[S:1.6%,D:0.0%],F:0.8%,M:97.6%,n:124","C:2.1%[S:2.1%,D:0.0%],F:0.5%,M:97.4%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.8%,M:98.8%,n:255"
results_lake_bins/9m_24,archaea_odb10,2.5,1.5,1,0.5,97,194,"C:2.4%[S:1.6%,D:0.8%],F:0.8%,M:96.8%,n:124","C:2.5%[S:1.5%,D:1.0%],F:0.5%,M:97.0%,n:194","C:0.4%[S:0.0%,D:0.4%],F:0.0%,M:99.6%,n:255"
results_lake_bins/15mm_90,bacteria_odb10,29,23.4,5.6,22.6,48.4,124,"C:29.0%[S:23.4%,D:5.6%],F:22.6%,M:48.4%,n:124","C:6.2%[S:6.2%,D:0.0%],F:5.7%,M:88.1%,n:194","C:3.1%[S:3.1%,D:0.0%],F:6.7%,M:90.2%,n:255"
results_lake_bins/11m_14,archaea_odb10,2.1,2.1,0,0,97.9,194,"C:0.8%[S:0.8%,D:0.0%],F:0.8%,M:98.4%,n:124","C:2.1%[S:2.1%,D:0.0%],F:0.0%,M:97.9%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.0%,M:99.6%,n:255"
results_lake_bins/11m_207,bacteria_odb10,45.1,29.8,15.3,12.9,42,124,"C:45.1%[S:29.8%,D:15.3%],F:12.9%,M:42.0%,n:124","C:8.7%[S:7.2%,D:1.5%],F:3.6%,M:87.7%,n:194","C:2.0%[S:1.6%,D:0.4%],F:5.1%,M:92.9%,n:255"
results_lake_bins/15mm_38,bacteria_odb10,97.6,96,1.6,2.4,0,124,"C:97.6%[S:96.0%,D:1.6%],F:2.4%,M:0.0%,n:124","C:22.6%[S:21.1%,D:1.5%],F:2.6%,M:74.8%,n:194","C:4.3%[S:4.3%,D:0.0%],F:2.4%,M:93.3%,n:255"
results_lake_bins/13m_48,bacteroidetes_odb10,85.3,84.8,0.5,5,9.7,402,"C:85.5%[S:85.5%,D:0.0%],F:9.7%,M:4.8%,n:124","C:14.4%[S:13.9%,D:0.5%],F:3.1%,M:82.5%,n:194","C:3.1%[S:3.1%,D:0.0%],F:0.8%,M:96.1%,n:255"
results_lake_bins/15_5m_235,burkholderiales_odb10,89.3,88.4,0.9,2.3,8.4,688,"C:83.9%[S:82.3%,D:1.6%],F:4.8%,M:11.3%,n:124","C:14.4%[S:13.9%,D:0.5%],F:4.1%,M:81.5%,n:194","C:5.1%[S:5.1%,D:0.0%],F:2.4%,M:92.5%,n:255"
results_lake_bins/15mw_162,flavobacteriales_odb10,97.4,95.4,2,0.4,2.2,733,"C:93.5%[S:79.0%,D:14.5%],F:0.8%,M:5.7%,n:124","C:14.9%[S:14.4%,D:0.5%],F:4.6%,M:80.5%,n:194","C:3.1%[S:2.7%,D:0.4%],F:2.0%,M:94.9%,n:255"
results_lake_bins/15mm_104,clostridiales_odb10,38.6,38.6,0,11,50.4,264,"C:36.3%[S:36.3%,D:0.0%],F:16.1%,M:47.6%,n:124","C:6.2%[S:6.2%,D:0.0%],F:5.2%,M:88.6%,n:194","C:1.6%[S:1.6%,D:0.0%],F:0.8%,M:97.6%,n:255"
results_lake_bins/17m_172,bacteria_odb10,91.1,91.1,0,4.8,4.1,124,"C:91.1%[S:91.1%,D:0.0%],F:4.8%,M:4.1%,n:124","C:20.1%[S:20.1%,D:0.0%],F:3.6%,M:76.3%,n:194","C:3.5%[S:3.5%,D:0.0%],F:2.4%,M:94.1%,n:255"
results_lake_bins/17m_61,bacteria_odb10,49.2,29,20.2,12.9,37.9,124,"C:49.2%[S:29.0%,D:20.2%],F:12.9%,M:37.9%,n:124","C:10.3%[S:8.2%,D:2.1%],F:3.1%,M:86.6%,n:194","C:2.8%[S:2.0%,D:0.8%],F:2.0%,M:95.2%,n:255"
results_lake_bins/15_5m_82,archaea_odb10,2,0.5,1.5,0,98,194,"C:1.6%[S:0.0%,D:1.6%],F:0.8%,M:97.6%,n:124","C:2.0%[S:0.5%,D:1.5%],F:0.0%,M:98.0%,n:194","C:0.4%[S:0.0%,D:0.4%],F:0.0%,M:99.6%,n:255"
results_lake_bins/17m_4,bacteria_odb10,26.6,25,1.6,21,52.4,124,"C:26.6%[S:25.0%,D:1.6%],F:21.0%,M:52.4%,n:124","C:3.6%[S:3.1%,D:0.5%],F:3.6%,M:92.8%,n:194","C:1.2%[S:1.2%,D:0.0%],F:0.8%,M:98.0%,n:255"
results_lake_bins/13m_223,bacteria_odb10,89.5,27.4,62.1,1.6,8.9,124,"C:89.5%[S:27.4%,D:62.1%],F:1.6%,M:8.9%,n:124","C:19.0%[S:4.6%,D:14.4%],F:3.1%,M:77.9%,n:194","C:3.5%[S:0.4%,D:3.1%],F:2.4%,M:94.1%,n:255"
results_lake_bins/9m_54,bacteria_odb10,75.8,27.4,48.4,7.3,16.9,124,"C:75.8%[S:27.4%,D:48.4%],F:7.3%,M:16.9%,n:124","C:13.4%[S:6.7%,D:6.7%],F:5.2%,M:81.4%,n:194","C:3.2%[S:0.8%,D:2.4%],F:1.2%,M:95.6%,n:255"
results_lake_bins/5m_151,bacteria_odb10,30.6,30.6,0,19.4,50,124,"C:30.6%[S:30.6%,D:0.0%],F:19.4%,M:50.0%,n:124","C:6.2%[S:6.2%,D:0.0%],F:3.6%,M:90.2%,n:194","C:0.4%[S:0.4%,D:0.0%],F:2.7%,M:96.9%,n:255"
results_lake_bins/13m_90,archaea_odb10,4.7,2.1,2.6,0.5,94.8,194,"C:4.0%[S:2.4%,D:1.6%],F:4.0%,M:92.0%,n:124","C:4.7%[S:2.1%,D:2.6%],F:0.5%,M:94.8%,n:194","C:1.2%[S:0.4%,D:0.8%],F:0.4%,M:98.4%,n:255"
results_lake_bins/11m_93,bacteria_odb10,39.5,39.5,0,11.3,49.2,124,"C:39.5%[S:39.5%,D:0.0%],F:11.3%,M:49.2%,n:124","C:4.1%[S:4.1%,D:0.0%],F:2.6%,M:93.3%,n:194","C:1.6%[S:1.6%,D:0.0%],F:1.2%,M:97.2%,n:255"
results_lake_bins/13m_67,bacteria_odb10,96.8,96.8,0,3.2,0,124,"C:96.8%[S:96.8%,D:0.0%],F:3.2%,M:0.0%,n:124","C:22.1%[S:21.1%,D:1.0%],F:2.1%,M:75.8%,n:194","C:4.7%[S:4.7%,D:0.0%],F:2.4%,M:92.9%,n:255"
results_lake_bins/5m_200,bacteria_odb10,5.6,4,1.6,0.8,93.6,124,"C:5.6%[S:4.0%,D:1.6%],F:0.8%,M:93.6%,n:124","C:1.5%[S:1.5%,D:0.0%],F:0.5%,M:98.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/13m_38,bacteria_odb10,10.5,10.5,0,12.9,76.6,124,"C:10.5%[S:10.5%,D:0.0%],F:12.9%,M:76.6%,n:124","C:1.5%[S:1.5%,D:0.0%],F:3.1%,M:95.4%,n:194","C:4.3%[S:4.3%,D:0.0%],F:5.5%,M:90.2%,n:255"
results_lake_bins/9m_120,flavobacteriales_odb10,46.1,46.1,0,12.3,41.6,733,"C:57.3%[S:57.3%,D:0.0%],F:25.0%,M:17.7%,n:124","C:10.3%[S:10.3%,D:0.0%],F:3.1%,M:86.6%,n:194","C:2.7%[S:2.7%,D:0.0%],F:1.2%,M:96.1%,n:255"
results_lake_bins/15mw_81,bacteria_odb10,97.6,41.1,56.5,1.6,0.8,124,"C:97.6%[S:41.1%,D:56.5%],F:1.6%,M:0.8%,n:124","C:24.3%[S:11.9%,D:12.4%],F:2.1%,M:73.6%,n:194","C:4.3%[S:3.1%,D:1.2%],F:2.0%,M:93.7%,n:255"
results_lake_bins/17m_222,burkholderiales_odb10,50.3,36.6,13.7,17,32.7,688,"C:55.6%[S:40.3%,D:15.3%],F:24.2%,M:20.2%,n:124","C:11.3%[S:7.7%,D:3.6%],F:6.2%,M:82.5%,n:194","C:3.5%[S:3.1%,D:0.4%],F:2.4%,M:94.1%,n:255"
results_lake_bins/5m_70,bacteria_odb10,95.1,15.3,79.8,0.8,4.1,124,"C:95.1%[S:15.3%,D:79.8%],F:0.8%,M:4.1%,n:124","C:19.0%[S:4.1%,D:14.9%],F:2.1%,M:78.9%,n:194","C:5.9%[S:2.0%,D:3.9%],F:2.4%,M:91.7%,n:255"
results_lake_bins/15_5m_74,bacteria_odb10,33.1,31.5,1.6,17.7,49.2,124,"C:33.1%[S:31.5%,D:1.6%],F:17.7%,M:49.2%,n:124","C:5.2%[S:5.2%,D:0.0%],F:3.6%,M:91.2%,n:194","C:0.8%[S:0.8%,D:0.0%],F:0.8%,M:98.4%,n:255"
results_lake_bins/15mm_182,bacteria_odb10,2.4,2.4,0,4,93.6,124,"C:2.4%[S:2.4%,D:0.0%],F:4.0%,M:93.6%,n:124","C:0.5%[S:0.5%,D:0.0%],F:1.5%,M:98.0%,n:194","C:1.2%[S:1.2%,D:0.0%],F:0.0%,M:98.8%,n:255"
results_lake_bins/15_5m_83,bacteria_odb10,0.8,0.8,0,1.6,97.6,124,"C:0.8%[S:0.8%,D:0.0%],F:1.6%,M:97.6%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/17m_60,archaea_odb10,2,0.5,1.5,0,98,194,"C:1.6%[S:0.0%,D:1.6%],F:0.8%,M:97.6%,n:124","C:2.0%[S:0.5%,D:1.5%],F:0.0%,M:98.0%,n:194","C:0.4%[S:0.0%,D:0.4%],F:0.0%,M:99.6%,n:255"
results_lake_bins/15mw_29,Check_logs,-,-,-,-,-,-,-,-,-
results_lake_bins/9m_188,bacteria_odb10,76.6,15.3,61.3,3.2,20.2,124,"C:76.6%[S:15.3%,D:61.3%],F:3.2%,M:20.2%,n:124","C:15.4%[S:1.5%,D:13.9%],F:2.6%,M:82.0%,n:194","C:3.9%[S:0.4%,D:3.5%],F:2.4%,M:93.7%,n:255"
results_lake_bins/13m_39,bacteria_odb10,100,4.8,95.2,0,0,124,"C:100.0%[S:4.8%,D:95.2%],F:0.0%,M:0.0%,n:124","C:19.0%[S:1.0%,D:18.0%],F:3.6%,M:77.4%,n:194","C:3.9%[S:0.0%,D:3.9%],F:2.7%,M:93.4%,n:255"
results_lake_bins/13m_66,mycoplasmatales_odb10,2.9,2.9,0,0,97.1,174,"C:3.2%[S:3.2%,D:0.0%],F:2.4%,M:94.4%,n:124","C:0.5%[S:0.5%,D:0.0%],F:0.0%,M:99.5%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.4%,M:99.6%,n:255"
results_lake_bins/11m_92,archaea_odb10,1.5,0.5,1,0,98.5,194,"C:1.6%[S:1.6%,D:0.0%],F:0.8%,M:97.6%,n:124","C:1.5%[S:0.5%,D:1.0%],F:0.0%,M:98.5%,n:194","C:0.8%[S:0.8%,D:0.0%],F:0.0%,M:99.2%,n:255"
